filename,artist_id,npy_path
0,2,../data/train_mel_square/0_0.npy
0,2,../data/train_mel_square/0_1.npy
0,2,../data/train_mel_square/0_10.npy
0,2,../data/train_mel_square/0_11.npy
0,2,../data/train_mel_square/0_12.npy
0,2,../data/train_mel_square/0_13.npy
0,2,../data/train_mel_square/0_14.npy
0,2,../data/train_mel_square/0_15.npy
0,2,../data/train_mel_square/0_16.npy
0,2,../data/train_mel_square/0_2.npy
0,2,../data/train_mel_square/0_3.npy
0,2,../data/train_mel_square/0_4.npy
0,2,../data/train_mel_square/0_5.npy
0,2,../data/train_mel_square/0_6.npy
0,2,../data/train_mel_square/0_7.npy
0,2,../data/train_mel_square/0_8.npy
0,2,../data/train_mel_square/0_9.npy
100,0,../data/train_mel_square/100_0.npy
100,0,../data/train_mel_square/100_1.npy
100,0,../data/train_mel_square/100_10.npy
100,0,../data/train_mel_square/100_11.npy
100,0,../data/train_mel_square/100_12.npy
100,0,../data/train_mel_square/100_13.npy
100,0,../data/train_mel_square/100_14.npy
100,0,../data/train_mel_square/100_15.npy
100,0,../data/train_mel_square/100_16.npy
100,0,../data/train_mel_square/100_17.npy
100,0,../data/train_mel_square/100_18.npy
100,0,../data/train_mel_square/100_19.npy
100,0,../data/train_mel_square/100_2.npy
100,0,../data/train_mel_square/100_20.npy
100,0,../data/train_mel_square/100_21.npy
100,0,../data/train_mel_square/100_22.npy
100,0,../data/train_mel_square/100_23.npy
100,0,../data/train_mel_square/100_24.npy
100,0,../data/train_mel_square/100_25.npy
100,0,../data/train_mel_square/100_26.npy
100,0,../data/train_mel_square/100_27.npy
100,0,../data/train_mel_square/100_28.npy
100,0,../data/train_mel_square/100_29.npy
100,0,../data/train_mel_square/100_3.npy
100,0,../data/train_mel_square/100_30.npy
100,0,../data/train_mel_square/100_31.npy
100,0,../data/train_mel_square/100_4.npy
100,0,../data/train_mel_square/100_5.npy
100,0,../data/train_mel_square/100_6.npy
100,0,../data/train_mel_square/100_7.npy
100,0,../data/train_mel_square/100_8.npy
100,0,../data/train_mel_square/100_9.npy
104,5,../data/train_mel_square/104_0.npy
104,5,../data/train_mel_square/104_1.npy
104,5,../data/train_mel_square/104_10.npy
104,5,../data/train_mel_square/104_100.npy
104,5,../data/train_mel_square/104_101.npy
104,5,../data/train_mel_square/104_102.npy
104,5,../data/train_mel_square/104_103.npy
104,5,../data/train_mel_square/104_104.npy
104,5,../data/train_mel_square/104_105.npy
104,5,../data/train_mel_square/104_106.npy
104,5,../data/train_mel_square/104_107.npy
104,5,../data/train_mel_square/104_108.npy
104,5,../data/train_mel_square/104_109.npy
104,5,../data/train_mel_square/104_11.npy
104,5,../data/train_mel_square/104_110.npy
104,5,../data/train_mel_square/104_12.npy
104,5,../data/train_mel_square/104_13.npy
104,5,../data/train_mel_square/104_14.npy
104,5,../data/train_mel_square/104_15.npy
104,5,../data/train_mel_square/104_16.npy
104,5,../data/train_mel_square/104_17.npy
104,5,../data/train_mel_square/104_18.npy
104,5,../data/train_mel_square/104_19.npy
